id	hit_freq	conf_freq	approve_freq	fixed_freq	object_freq	grat_freq	pray_freq	preserve_freq	presupp_freq	resign_freq	travel_freq	trade_freq	health_freq	politics_freq	social_freq	connection	sender	addressee	pair	year	quinquennial	decennium	sender_birth	addressee_birth_date	sender_generation	addressee_generation	sender_is_older	sender_over_40	addressee_over_40	age_gap_over_20	gender_sender	gender_addressee	gender_pair
SB_M_460	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	ABRAHAM WOLTERS	JD	"ABRAHAM WOLTERS", "JD"	1679	1675-1679	1670-1679	1649	1640	1640-1680	1640-1680	FALSE	FALSE	FALSE	FALSE	MALE	MALE	MALE-MALE
SB_M_461	1.83	0.00	0.00	0.00	0.00	0.00	1.83	0.00	0.00	0.00	1.83	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	ABRAHAM WOLTERS	JD	"ABRAHAM WOLTERS", "JD"	1679	1675-1679	1670-1679	1649	1640	1640-1680	1640-1680	FALSE	FALSE	FALSE	FALSE	MALE	MALE	MALE-MALE
SB_M_464	3.66	0.00	0.00	0.00	0.00	0.00	1.83	0.00	0.00	1.83	1.83	0.00	0.00	1.83	0.00	BUSINESS; CLIENT	CLAUS BENE	JD	"CLAUS BENE", "JD"	1679	1675-1679	1670-1679	UNK	1640	1640-1680	1640-1680	UNK	UNK	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_468	1.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.83	0.00	1.83	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	ABRAHAM WOLTERS	JD	"ABRAHAM WOLTERS", "JD"	1679	1675-1679	1670-1679	1649	1640	1640-1680	1640-1680	FALSE	FALSE	FALSE	FALSE	MALE	MALE	MALE-MALE
SB_M_470	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	SIMON ROGERS	JD	"SIMON ROGERS", "JD"	1679	1675-1679	1670-1679	UNK	1640	UNK	1640-1680	UNK	UNK	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_474	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	HANS HENDRICK BERENBERG	JD	"HANS HENDRICK BERENBERG", "JD"	1680	1680-1685	1680-1689	1623	1640	1600-1640	1640-1680	TRUE	TRUE	TRUE	FALSE	MALE	MALE	MALE-MALE
SB_M_475	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	CLAUS BENE	JD	"CLAUS BENE", "JD"	1680	1680-1685	1680-1689	UNK	1640	1640-1680	1640-1680	UNK	UNK	TRUE	UNK	MALE	MALE	MALE-MALE
SB_M_477	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	JACOB DE GREVE	JD	"JACOB DE GREVE", "JD"	1680	1680-1685	1680-1689	UNK	1640	UNK	1640-1680	UNK	UNK	TRUE	UNK	MALE	MALE	MALE-MALE
SB_M_479	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	ADRIAN DUQUESNOY	JD	"ADRIAN DUQUESNOY", "JD"	1680	1680-1685	1680-1689	UNK	1640	UNK	1640-1680	UNK	UNK	TRUE	UNK	MALE	MALE	MALE-MALE
SB_M_480	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	ALEXANDER VAN KUFFELER	JD	"ALEXANDER VAN KUFFELER", "JD"	1680	1680-1685	1680-1689	1646	1640	1640-1680	1640-1680	FALSE	FALSE	TRUE	FALSE	MALE	MALE	MALE-MALE
SB_M_5	1.83	0.00	0.00	0.00	0.00	0.00	1.83	0.00	0.00	0.00	1.83	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	ANDREAS BERENBERG'S WIDOW	CM	"ANDREAS BERENBERG'S WIDOW", "CM"	1668	1665-1669	1660-1669	1604	1633	1600-1640	1600-1640	TRUE	TRUE	FALSE	TRUE	FEMALE	MALE	FEMALE-MALE
SB_M_54	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	BRYAN ROGERS	CM	"BRYAN ROGERS", "CM"	1668	1665-1669	1660-1669	UNK	1633	UNK	1600-1640	UNK	UNK	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_58	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	PETER RULAND	CM	"PETER RULAND", "CM"	1668	1665-1669	1660-1669	UNK	1633	UNK	1600-1640	UNK	UNK	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	PAUL BERENBERG (SR.)	CM	"PAUL BERENBERG (SR.)", "CM"	1669	1665-1669	1660-1669	UNK	1633	UNK	1600-1640	UNK	UNK	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_72	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	PETER CAULIER	CM	"PETER CAULIER", "CM"	1669	1665-1669	1660-1669	UNK	1633	UNK	1600-1640	UNK	UNK	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_73	1.83	0.00	0.00	0.00	0.00	1.83	0.00	0.00	0.00	0.00	0.00	1.83	0.00	0.00	0.00	BUSINESS; CLIENT	PETER RULAND	CM	"PETER RULAND", "CM"	1669	1665-1669	1660-1669	UNK	1633	UNK	1600-1640	UNK	UNK	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_74	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	ANDREAS BERENBERG'S WIDOW	CM	"ANDREAS BERENBERG'S WIDOW", "CM"	1669	1665-1669	1660-1669	1604	1633	1600-1640	1600-1640	TRUE	TRUE	FALSE	TRUE	FEMALE	MALE	FEMALE-MALE
SB_M_76	1.83	0.00	0.00	0.00	0.00	0.00	1.83	0.00	0.00	0.00	1.83	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	DOMINICUS VAN UFFELE & BARTHOLDUS BECKMAN	CM	"DOMINICUS VAN UFFELE & BARTHOLDUS BECKMAN", "CM"	1669	1665-1669	1660-1669	MULT	1633	UNK	1600-1640	MULT	MULT	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	ARNOLD RULAND	CM	"ARNOLD RULAND", "CM"	1669	1665-1669	1660-1669	UNK	1633	UNK	1600-1640	UNK	UNK	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_84	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	PAUL BERENBERG (SR.)	CM	"PAUL BERENBERG (SR.)", "CM"	1669	1665-1669	1660-1669	UNK	1633	UNK	1600-1640	UNK	UNK	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_94	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	WILLIAM JENNENS	CM	"WILLIAM JENNENS", "CM"	1669	1665-1669	1660-1669	1614	1633	1600-1640	1600-1640	TRUE	TRUE	FALSE	FALSE	MALE	MALE	MALE-MALE
SB_M_95	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	ARNOLD RULAND	CM	"ARNOLD RULAND", "CM"	1669	1665-1669	1660-1669	UNK	1633	UNK	1600-1640	UNK	UNK	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_96	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	ANDREAS BERENBERG'S WIDOW	CM	"ANDREAS BERENBERG'S WIDOW", "CM"	1669	1665-1669	1660-1669	1604	1633	1600-1640	1600-1640	TRUE	TRUE	FALSE	TRUE	FEMALE	MALE	FEMALE-MALE
SB_M_97	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	DANIEL PLANCK	CM	"DANIEL PLANCK", "CM"	1669	1665-1669	1660-1669	UNK	1633	UNK	1600-1640	UNK	UNK	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_A1	1.83	0.00	0.00	0.00	0.00	0.00	1.83	0.00	0.00	0.00	1.83	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	MARESCOE & BUCK	ABRAHAM & JACOB MOMMA	"MARESCOE & BUCK", "ABRAHAM & JACOB MOMMA"	1656	1655-1659	1650-1659	MULT	MULT	UNK	1600-1640	MULT	MULT	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_A2	1.83	0.00	0.00	0.00	0.00	0.00	1.83	0.00	0.00	0.00	1.83	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	MARESCOE & BUCK	ABRAHAM & JACOB MOMMA	"MARESCOE & BUCK", "ABRAHAM & JACOB MOMMA"	1656	1655-1659	1650-1659	MULT	MULT	UNK	1600-1640	MULT	MULT	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_A3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	MARESCOE & BUCK	ABRAHAM & JACOB MOMMA	"MARESCOE & BUCK", "ABRAHAM & JACOB MOMMA"	1657	1655-1659	1650-1659	MULT	MULT	UNK	1600-1640	MULT	MULT	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_A4	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	CHARLES MARESCOE	JACOB MOMMA-REENSTIERNA	"CHARLES MARESCOE", "JACOB MOMMA-REENSTIERNA"	1670	1670-1674	1670-1679	1633	1625	1600-1640	1600-1640	FALSE	FALSE	TRUE	FALSE	MALE	MALE	MALE-MALE
SB_M_A5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	CHARLES MARESCOE	JACOB MOMMA-REENSTIERNA	"CHARLES MARESCOE", "JACOB MOMMA-REENSTIERNA"	1670	1670-1674	1670-1679	1633	1625	1600-1640	1600-1640	FALSE	FALSE	TRUE	FALSE	MALE	MALE	MALE-MALE
SB_M_A6	3.66	0.00	0.00	0.00	0.00	0.00	3.66	0.00	0.00	0.00	1.83	1.83	0.00	0.00	0.00	BUSINESS; CLIENT	CHARLES MARESCOE	JACOB MOMMA-REENSTIERNA	"CHARLES MARESCOE", "JACOB MOMMA-REENSTIERNA"	1670	1670-1674	1670-1679	1633	1625	1600-1640	1600-1640	FALSE	FALSE	TRUE	FALSE	MALE	MALE	MALE-MALE
SB_M_108	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CORRESPONDENT	BENJAMIN NEWLAND	CM	"BENJAMIN NEWLAND", "CM"	1669	1665-1669	1660-1669	1633	1633	1600-1640	1600-1640	FALSE	FALSE	FALSE	FALSE	MALE	MALE	MALE-MALE
SB_M_117	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CORRESPONDENT	ROBERT OURSEL	CM	"ROBERT OURSEL", "CM"	1669	1665-1669	1660-1669	1634	1633	1600-1640	1600-1640	FALSE	FALSE	FALSE	FALSE	MALE	MALE	MALE-MALE
SB_M_125	4.91	0.00	4.91	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.91	0.00	0.00	0.00	BUSINESS; CORRESPONDENT	ROBERT OURSEL	CM	"ROBERT OURSEL", "CM"	1669	1665-1669	1660-1669	1634	1633	1600-1640	1600-1640	FALSE	FALSE	FALSE	FALSE	MALE	MALE	MALE-MALE
SB_M_127	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CORRESPONDENT	THOMAS WRIGHT	CM	"THOMAS WRIGHT", "CM"	1669	1665-1669	1660-1669	UNK	1633	UNK	1600-1640	UNK	UNK	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CORRESPONDENT	THOMAS WRIGHT	CM	"THOMAS WRIGHT", "CM"	1668	1665-1669	1660-1669	UNK	1633	UNK	1600-1640	UNK	UNK	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_133	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CORRESPONDENT	JEAN FREYHOFF	CM	"JEAN FREYHOFF", "CM"	1670	1670-1674	1670-1679	UNK	1633	UNK	1600-1640	UNK	UNK	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_134	9.83	0.00	0.00	4.91	0.00	0.00	0.00	0.00	0.00	4.91	0.00	9.83	0.00	0.00	0.00	BUSINESS; CORRESPONDENT	JEAN FREYHOFF	CM	"JEAN FREYHOFF", "CM"	1670	1670-1674	1670-1679	UNK	1633	UNK	1600-1640	UNK	UNK	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_135	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CORRESPONDENT	ROBERT OURSEL	CM	"ROBERT OURSEL", "CM"	1670	1670-1674	1670-1679	1634	1633	1600-1640	1600-1640	FALSE	FALSE	FALSE	FALSE	MALE	MALE	MALE-MALE
SB_M_14	4.91	0.00	0.00	0.00	0.00	4.91	0.00	0.00	0.00	0.00	4.91	0.00	0.00	0.00	0.00	BUSINESS; CORRESPONDENT	ROBERT OURSEL	CM	"ROBERT OURSEL", "CM"	1668	1665-1669	1660-1669	1634	1633	1600-1640	1600-1640	FALSE	FALSE	FALSE	FALSE	MALE	MALE	MALE-MALE
SB_M_150	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CORRESPONDENT	JACQUES LE CAMPS	LM	"JACQUES LE CAMPS", "LM"	1671	1670-1674	1670-1679	UNK	1637	UNK	1600-1640	UNK	UNK	FALSE	UNK	MALE	FEMALE	MALE-FEMALE
SB_M_16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CORRESPONDENT	PETER JUNCKER	CM	"PETER JUNCKER", "CM"	1668	1665-1669	1660-1669	UNK	1633	UNK	1600-1640	UNK	UNK	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_161	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CORRESPONDENT	DANIEL CROMMELIN	LM & PJ	"DANIEL CROMMELIN", "LM & PJ"	1671	1670-1674	1670-1679	1642	MULT	1640-1680	1600-1640	FALSE	FALSE	FALSE	FALSE	MALE	MULT	MALE-MULT
SB_M_175	4.91	0.00	0.00	4.91	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.91	0.00	0.00	0.00	BUSINESS; CORRESPONDENT	HERMANN PAFFRAHT	LM & PJ	"HERMANN PAFFRAHT", "LM & PJ"	1671	1670-1674	1670-1679	UNK	MULT	1640-1680	1600-1640	FALSE	FALSE	FALSE	UNK	MALE	MULT	MALE-MULT
SB_M_20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CORRESPONDENT	JOHN PAPEN	CM	"JOHN PAPEN", "CM"	1668	1665-1669	1660-1669	UNK	1633	UNK	1600-1640	UNK	UNK	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_205	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CORRESPONDENT	ARCHIBALD JOSSY & THOMAS DAWSON	LM & PJ	"ARCHIBALD JOSSY & THOMAS DAWSON", "LM & PJ"	1672	1670-1674	1670-1679	MULT	MULT	UNK	1600-1640	MULT	MULT	FALSE	UNK	MALE	MULT	MALE-MULT
SB_M_208	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CORRESPONDENT	JOHN KINGSTONE	LM & PJ	"JOHN KINGSTONE", "LM & PJ"	1672	1670-1674	1670-1679	UNK	MULT	UNK	1600-1640	UNK	UNK	FALSE	UNK	MALE	MULT	MALE-MULT
SB_M_209	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CORRESPONDENT	ARCHIBALD JOSSY & THOMAS DAWSON	LM & PJ	"ARCHIBALD JOSSY & THOMAS DAWSON", "LM & PJ"	1672	1670-1674	1670-1679	MULT	MULT	UNK	1600-1640	MULT	MULT	FALSE	UNK	MALE	MULT	MALE-MULT
SB_M_219	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CORRESPONDENT	ARCHIBALD JOSSY	LM & PJ	"ARCHIBALD JOSSY", "LM & PJ"	1672	1670-1674	1670-1679	UNK	MULT	UNK	1600-1640	UNK	UNK	FALSE	UNK	MALE	MULT	MALE-MULT
SB_M_220	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CORRESPONDENT	SIMON ORCHARD	LM & PJ	"SIMON ORCHARD", "LM & PJ"	1673	1670-1674	1670-1679	UNK	MULT	UNK	1600-1640	UNK	UNK	FALSE	UNK	MALE	MULT	MALE-MULT
SB_M_223	19.66	0.00	0.00	4.91	0.00	4.91	9.83	0.00	0.00	0.00	9.83	9.83	0.00	0.00	0.00	BUSINESS; CORRESPONDENT	CLAUS BENE	LM	"CLAUS BENE", "LM"	1675	1675-1679	1670-1679	UNK	1637	1640-1680	1600-1640	UNK	UNK	FALSE	UNK	MALE	FEMALE	MALE-FEMALE
SB_M_232	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CORRESPONDENT	JOHN HARDY	LM	"JOHN HARDY", "LM"	1675	1675-1679	1670-1679	UNK	1637	UNK	1600-1640	UNK	UNK	FALSE	UNK	MALE	FEMALE	MALE-FEMALE
SB_M_235	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CORRESPONDENT	CLAUS BENE	LM	"CLAUS BENE", "LM"	1675	1675-1679	1670-1679	UNK	1637	1640-1680	1600-1640	UNK	UNK	FALSE	UNK	MALE	FEMALE	MALE-FEMALE
SB_M_243	9.83	0.00	0.00	0.00	0.00	4.91	4.91	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CORRESPONDENT	CLAUS BENE	LM	"CLAUS BENE", "LM"	1675	1675-1679	1670-1679	UNK	1637	1640-1680	1600-1640	UNK	UNK	FALSE	UNK	MALE	FEMALE	MALE-FEMALE
SB_M_25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CORRESPONDENT	RICHARD KINGMAN	CM	"RICHARD KINGMAN", "CM"	1668	1665-1669	1660-1669	UNK	1633	UNK	1600-1640	UNK	UNK	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_255	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CORRESPONDENT	LEWIS THOMPSON	JD	"LEWIS THOMPSON", "JD"	1675	1675-1679	1670-1679	UNK	1640	UNK	1640-1680	UNK	UNK	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_260	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CORRESPONDENT	VAN SCHOONHOVEN & SON	JD	"VAN SCHOONHOVEN & SON", "JD"	1675	1675-1679	1670-1679	1653	1640	1640-1680	1640-1680	FALSE	FALSE	FALSE	FALSE	MALE	MALE	MALE-MALE
SB_M_28	9.83	0.00	0.00	4.91	0.00	0.00	4.91	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CORRESPONDENT	ROBERT OURSEL	CM	"ROBERT OURSEL", "CM"	1668	1665-1669	1660-1669	1634	1633	1600-1640	1600-1640	FALSE	FALSE	FALSE	FALSE	MALE	MALE	MALE-MALE
SB_M_296	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.91	0.00	0.00	0.00	0.00	BUSINESS; CORRESPONDENT	JACOB DAVID	JAN REUDER	"JACOB DAVID", "JAN REUDER"	1676	1675-1679	1670-1679	1640	UNK	1640-1680	UNK	UNK	FALSE	UNK	UNK	MALE	MALE	MALE-MALE
SB_M_298	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CORRESPONDENT	JACOB CROMMELIN	JD	"JACOB CROMMELIN", "JD"	1676	1675-1679	1670-1679	1647	1640	1640-1680	1640-1680	FALSE	FALSE	FALSE	FALSE	MALE	MALE	MALE-MALE
SB_M_3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CORRESPONDENT	RICHARD CRUMPE	CM	"RICHARD CRUMPE", "CM"	1668	1665-1669	1660-1669	1628	1633	1600-1640	1600-1640	TRUE	FALSE	FALSE	FALSE	MALE	MALE	MALE-MALE
SB_M_303	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CORRESPONDENT	JACOB CROMMELIN	JD	"JACOB CROMMELIN", "JD"	1676	1675-1679	1670-1679	1647	1640	1640-1680	1640-1680	FALSE	FALSE	FALSE	FALSE	MALE	MALE	MALE-MALE
SB_M_34	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CORRESPONDENT	ROBERT OURSEL	CM	"ROBERT OURSEL", "CM"	1668	1665-1669	1660-1669	1634	1633	1600-1640	1600-1640	FALSE	FALSE	FALSE	FALSE	MALE	MALE	MALE-MALE
SB_M_354	4.91	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.91	0.00	0.00	0.00	0.00	0.00	BUSINESS; CORRESPONDENT	JACOB & HENDRICK VAN CRAYESTEYN	JD	"JACOB & HENDRICK VAN CRAYESTEYN", "JD"	1677	1675-1679	1670-1679	MULT	1640	UNK	1640-1680	MULT	MULT	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_355	4.91	0.00	0.00	0.00	0.00	0.00	4.91	0.00	0.00	0.00	4.91	0.00	0.00	0.00	0.00	BUSINESS; CORRESPONDENT	JACOB & HENDRICK VAN CRAYESTEYN	JD	"JACOB & HENDRICK VAN CRAYESTEYN", "JD"	1677	1675-1679	1670-1679	MULT	1640	UNK	1640-1680	MULT	MULT	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_356	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CORRESPONDENT	JOHN FIELD	JD	"JOHN FIELD", "JD"	1677	1675-1679	1670-1679	UNK	1640	UNK	1640-1680	UNK	UNK	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CORRESPONDENT	ADAM RADUE	CM	"ADAM RADUE", "CM"	1668	1665-1669	1660-1669	UNK	1633	UNK	1600-1640	UNK	UNK	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_408	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CORRESPONDENT	JAN HEDENSTROM	JD	"JAN HEDENSTROM", "JD"	1678	1675-1679	1670-1679	UNK	1640	UNK	1640-1680	UNK	UNK	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_420	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CORRESPONDENT	P. BRIAINS & D. BION	JD	"P. BRIAINS & D. BION", "JD"	1678	1675-1679	1670-1679	MULT	1640	UNK	1640-1680	MULT	MULT	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_421	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CORRESPONDENT	VAN SCHOONHOVEN & SON	JD	"VAN SCHOONHOVEN & SON", "JD"	1678	1675-1679	1670-1679	1653	1640	1640-1680	1640-1680	FALSE	FALSE	FALSE	FALSE	MALE	MALE	MALE-MALE
SB_M_422	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CORRESPONDENT	P. BRIAINS & D. BION	JD	"P. BRIAINS & D. BION", "JD"	1678	1675-1679	1670-1679	MULT	1640	UNK	1640-1680	MULT	MULT	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_439	4.91	0.00	4.91	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.91	0.00	BUSINESS; CORRESPONDENT	GEORCH CHRISTIAN FUCHS	JD	"GEORCH CHRISTIAN FUCHS", "JD"	1679	1675-1679	1670-1679	UNK	1640	UNK	1640-1680	UNK	UNK	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_441	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CORRESPONDENT	ANDREAS INGOLSTETTER	JD	"ANDREAS INGOLSTETTER", "JD"	1679	1675-1679	1670-1679	1633	1640	1600-1640	1640-1680	TRUE	TRUE	FALSE	FALSE	MALE	MALE	MALE-MALE
SB_M_443	4.91	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.91	0.00	0.00	0.00	4.91	0.00	BUSINESS; CORRESPONDENT	ANDRÉ AMSINCQ	JD	"ANDRÉ AMSINCQ", "JD"	1679	1675-1679	1670-1679	1632	1640	1600-1640	1640-1680	TRUE	TRUE	FALSE	FALSE	MALE	MALE	MALE-MALE
